,Unnamed: 0,text,label
1588,1588,"Las redes sociales arden estos días con unos cálculos de calendario, casi matemáticos, que habría realizado Pedro Sánchez para lograr así beneficiarse del Estatuto de Expresidentes del Gobierno y conseguir una paga vitalicia de más de 90.100 euros al años",0
1491,1491,"La Asociación Intercultura de Melilla ha pedido a los dos centros universitarios de la ciudad que no inviten al escritor Arturo Pérez-Reverte por ""islamófobo"", tras el artículo en el que el académico cuestionaba el uso de velo islámico en las aulas. Adem",0
1466,1466,"Inmigrantes, la gran mayoría de origen musulmán, están usando a chicas menores de edad para casarse con ellas y obtener el pasaporte de la Unión Europea. Es en Suecia donde la ley permite obtener el pasaporte europeo a aquellos solicitantes de asilo que s",0
1244,1244,"El británico que mató a 22 personas en un atentado suicida en Manchester en 2017 había sido rescatado de la guerra de Libia por la Marina británica tres años antes, según reveló este martes el diario 'Daily Mail'. Salman Abedi, entonces un estudiante de 1",0
131,131,AYER NOMÁS PAJARITO alferdez FERNÁNDEZ DECÍA QUE EL TUERTO Y CRISTINA ERAN DELINCUENTES...!!! HAY QUE PASARLO POR CADENA NACIONAL…,1
222,222,"El 7 de julio de 2014, el presidentes de México, Enrique Peña Nieto, y el entonces mandatario de Guatemala, Otto Pérez Molina, anunciaron el llamado ""Plan Frontera Sur"", a través del cuál se fortalecerían mecanismos en la frontera común para fortalecer la",1
309,309,"El presidente del Gobierno, Mariano Rajoy, ha desvelado en una entrevista concedida a la web de un reconocido centro de reproducción asistida que durante su etapa laboral como registrador de la propiedad en Santa Pola formó parte de las primeras listas de",1
2074,2074,"Taco con ""Estrella Solitaria""
Demarcas Lawrence, Randy Gregory y Tyrone Crawford tienen compañía, Vidauntae Charlton, mejor conocido como Taco. El joven ala defensiva, egresado de la Universidad de Michigan fue seleccionado por los Cowboys en la posición número *NUMBER* global del Draft *NUMBER*.Pero en estas épocas merece la pena primero dejar en claro como Vidauntae se convirtió en Taco.
Nacido dos meses prematuro el *NUMBER* de noviembre de *NUMBER*, el pequeño Vidauntae siempre fue sobre protegido por su madre Tamara. Como toda madre primeriza, y al saber que su hijo era prematuro, extremaba todas las precauciones, al grado de siempre tener a Vidauntae cubierto por cobijas, enrollado literalmente.Fue por ello que su abuela comenzó a decirle que parecía un 'Taco'; además en esos días en la televisión la publicidad de la cadena de restaurantes ""Taco Bell"" tenia un slogan a manera de gingel que decía ""Corre a la frontera"". De ahí, el juego con el recién nacido ""Es un Taco tratando de correr a la frontera de las cobijas"".El juego de palabras de su abuela hoy es una marca registrada y un apodo de mucho sabor. Seguido y anhelado por más de diez equipos desde el año pasado, Charlton declinó ir al Draft en *NUMBER* y decidió jugar su cuarto año año con los Wolverines; para algunos eso le costó caer hasta el número *NUMBER* total.
Pero la decisión no fue del todo mala, Taco viene de su mejor año como colegial, registró diez capturas de quarterback. Fue pieza clave en la defensiva del coach Jim Harbaugh, incluso fue nombrado All Pro en el Big Ten.Por algo Jerry Jones dueño de los Cowboys no dudo y giro la orden de ir por Charlton, un ala defensiva clásica, sin invenciones, un cazador natural, un jugador rápido, que mide *NUMBER* metros y pesa *NUMBER* kilos. Jones le prometió reclutarlo si tenia la oportunidad al llegar el peldaño número *NUMBER*.Los Cowboys requieren que Taco sea de impacto inmediato, las ilusiones de llegar al Super Bowl urgen de una defensiva sólida, constante que marque diferencia.Por lo pronto en la mesa, el sabor de la frontera llegó.",0
2554,2554,"Trump enviará tropas de la Guardia Nacional a la frontera con México
La Casa Blanca dice que el presidente Trump firmó el memorándum presidencial para enviar tropas de la Guardia Nacional en misión a la frontera sur. En el memorándum, Trump dijo que ""la seguridad de Estados Unidos está en peligro por un aumento drástico de la actividad ilegal en la frontera sur"".
""Durante las administraciones de los presidentes George W. Bush y Barack Obama, la Guardia Nacional brindó apoyo a los esfuerzos para asegurar nuestra frontera sur. La crisis en nuestra frontera sur una vez más exige que la Guardia Nacional ayude a asegurar nuestra frontera y proteger nuestra patria"", dice el memorándum.
El anuncio de esta medida lo había previamente el miércoles la secretaria de de Interior, Kirstjen Nielsen.
""El presidente ha determinado que el Departamento de Defensa y el de Seguridad Interior trabajen juntos con nuestros gobernantes para despegar a la Guardia Nacional a nuestra frontera suroeste"", dijo Nielsen en la Casa Blanca.
La decisión se produce después de días de furor público por parte de Trump sobre la política de inmigración, durante el cual ha tuiteado sobre la legislación de inmigración en el Congreso, una caravana de inmigrantes que atraviesa México y lo que él llama leyes débiles fronterizas.
Nielsen, sin embargo, dijo que los detalles del plan todavía estaban siendo resueltos y que no llegarían el miércoles.
""Mientras que los planes se finalizan, es nuestra expectación que la Guardia Nacional despliegue personal en apoyo a la misión de la Oficina de Aduanas y Protección Fronteriza"", dijo Nielsen. ""No daré más detalles hoy"".
La secretaria agregó que no quería ""adelantarse"" a los gobernadores estatales que tendrán voz en el despliegue de tropas, pero dijo que sería similar a los esfuerzos similares del pasado.
""Va a ser fuerte, serán tantos como sea necesario para llenar los vacíos de hoy"", dijo.
Desde la aprobación del paquete de gastos del gobierno para el año, que incluyó *NUMBER* millones de dólares para seguridad fronteriza pero solo unas pocas decenas de nuevas construcciones de barreras fronterizas y una cantidad casi igual de rejas de reemplazo, Trump ha criticado al Congreso por negarle más dinero.
Trump planteó en privado la idea de financiar la construcción de un muro fronterizo del sur a través del presupuesto militar de EE.UU. en conversaciones con asesores, confirmaron dos fuentes a CNN la semana pasada, un plan que enfrenta obstáculos probablemente insuperables en el Congreso.
La respuesta de México
En un comunicado de la cancillería, el gobierno de México expresa ""que, si el anunciado despliegue de la Guardia Nacional se tradujera en una militarización de la frontera, ello dañaría gravemente la relación bilateral"".
Además, la Secretaría de Relaciones Exteriores dice que ""ha reiterado la importancia fundamental del respeto a la dignidad y los derechos humanos de los mexicanos en Estados Unidos"".
Despliegues previos de tropas
Enviar a la Guardia Nacional a la frontera tiene precedentes. Los dos últimos predecesores de Trump también lo hicieron, pese a que los movimientos fueron criticados por ser costosos y con efectividad limitada.
Las leyes de Estados Unidos limitan lo que las tropas hacen en realidad. La ley federal prohíbe que los militares sean utilizados para hacer cumplir las leyes, lo que significa que las tropas no pueden participar en la aplicación de la ley de inmigración. En el pasado, han desempeñado funciones de apoyo como capacitación, construcción y recopilación de inteligencia.
Entre *NUMBER* y *NUMBER*, el presidente George W. Bush desplegó *NUMBER* guardias en los estados fronterizos del sur, con un costo de *NUMBER* millones de dólares y ayudó con el *NUMBER*% del total de aprehensiones en la frontera y el *NUMBER*% de la marihuana incautada en ese momento.
Desde *NUMBER* hasta *NUMBER*, el presidente Barack Obama envió a *NUMBER* guardias a la frontera por una suma de más de *NUMBER* millones de dólares. Ayudaron con el *NUMBER*% del total de aprehensiones y el *NUMBER*% de las incautaciones de marihuana en la frontera.
Reacciones en California a posible militarización de la frontera entre EE.UU. y México",0
3099,3099,"Jorge Javier Vázquez vive su momento más mediático después de la polémica generada en torno a sus palabras sobre VOX y tras admitir que el programa era de ""rojos y maricones"". Sin embargo, las palabras del de Badalona tuvieron rápida respuesta por parte de la formación política liderada por Santiago Abascal, pues lo acusaron de tapar una violación además de realizar un programa basura con concesiones públicas.",0
3072,3072,"El discurso del Rey ha vuelto a situar este viernes a los partidos en dos bloques ideológicos, pero ha dejado una suave alusión del PSOE a la necesidad de “renovación” de la institución monárquica. PP, Cs y Vox han alabado el mensaje de Felipe VI, mientras que Unidas Podemos y los nacionalistas le han afeado que no hiciera referencias explícitas a la situación de Juan Carlos I. El PSOE evitó tanto el apoyo cerrado de la oposición como la enmienda a la totalidad de su socio de Gobierno. Los socialistas han dicho compartir “lo fundamental” del discurso, pero pusieron el acento en su confianza en que el Rey “siga adelante con la renovación de la institución”.

La lectura que han hecho los partidos del discurso de Nochebuena del Rey que más expectación había generado en los últimos años no deparó muchas sorpresas. El PP, Vox y Ciudadanos se han apresurado a mostrar su aplauso a las palabras de Felipe VI. “Impecable”, definió la alocución el líder de los populares, Pablo Casado, la misma noche del jueves. A esas horas, también el portavoz de Unidas Podemos en el Congreso, Pablo Echenique, había criticado que Felipe VI no hubiera “condenado explícitamente las actividades corruptas de Juan Carlos I y su evasión fiscal”. El PSOE reaccionó ya bien entrada la mañana de Navidad y su mensaje volvió a demostrar que los socios del Gobierno defienden posiciones muy alejadas sobre la Corona. La presidenta de los socialistas, Cristina Narbona, ha celebrado “el firme compromiso del Rey con los valores éticos que los ciudadanos reclaman de las instituciones”. Y ha añadido: “Confiamos en que siga adelante con la renovación de la institución monárquica iniciada desde el principio de su mandato para convertir a la Monarquía parlamentaria en una institución del siglo XXI”.

El mensaje del PSOE, aunque pide de forma velada al Rey que se desmarque de las actuaciones de su padre, contrasta con las duras palabras empleadas por Unidas Podemos, que no ha dudado en aumentar los decibelios de sus ataques. El socio minoritario del Ejecutivo utilizó ayer un lenguaje muy duro. El portavoz de la formación, Rafa Mayoral, convocó a la prensa en la sede del partido para sentenciar que la Monarquía está “en crisis” y recalcar que “no es un problema de personas, sino un problema institucional de primer orden”. Los dos socios del Gobierno de coalición han vuelto a mostrar todas sus cartas en uno de los asuntos que más los aleja ideológicamente. Una vez aprobados los Presupuestos para 2021, Unidas Podemos empuja ahora con mayor fuerza para tratar de abrir el debate monarquía-república, frente a un PSOE decidido a cerrar filas con la Monarquía, especialmente en este momento tan delicado para la institución, desde la salida de Juan Carlos I de España. A pesar de que las palabras de Iglesias y su partido incomodan al sector socialista del Ejecutivo, desde Podemos no hay ninguna intención en rebajar sus críticas. Partiendo de la apelación del Rey a los “principios morales y éticos”, Mayoral ha insistido en que “la única salida ética es avanzar hacia un horizonte republicano”, la meta hacia la que empuja el líder de la formación y vicepresidente segundo, Pablo Iglesias, en todas sus comparecencias. “Lo que no nos podemos permitir es que haya una implosión de la institución monárquica sin que hayamos empezado a pensar en las salidas a esa crisis”, ha asegurado Mayoral. Y ha agregado: “Hay una pregunta que sigue sin responder [Felipe VI]: ¿Es la institución monárquica una herramienta idónea para delinquir?”.

El PSOE está en este asunto más cerca de las posiciones que defienden el PP, Ciudadanos o Vox. El presidente de Vox, Santiago Abascal, compartió parte del mensaje de Nochebuena del jefe del Estado: “Con esfuerzo, unión y solidaridad, España saldrá adelante”, tuiteó, con el hashtag #VivaElRey. La presidenta de Ciudadanos, Inés Arrimadas, hizo suyas las mismas palabras del Rey. “En el año más difícil, comparto las palabras del Rey: ‘España saldrá adelante. Con esfuerzo, unión y solidaridad. Con todos y para todos”, destacó Arrimadas. Críticas de ERC y PNV

La ofrenda floral en el 87º aniversario de la muerte de Francesc Macià en el cementerio de Montjuïc, en Barcelona, se ha convertido en escenario de críticas al Rey. El presidente de la Generalitat en funciones, Pere Aragonès (ERC), ha contrastado la figura de Macià con el discurso de Felipe VI, que ha calificado de “vacío” y que ha descalificado por no desmarcarse abiertamente de la corrupción del rey emérito: “El único discurso que esperamos de Felipe VI es el que anuncie el fin de la monarquía”, ha asegurado Aragonès, informa Blanca Cia. Por su parte, el portavoz parlamentario de ERC, Gabriel Rufián, ha ironizado sobre el mensaje con una encuesta improvisada en Twitter en la que preguntó si el discurso había “colado”, junto a tres ‘noes’ como única posible respuesta. El diputado de EH Bildu Jon Iñarritu se ha preguntado este jueves “para qué sirve un rey”, mientras el portavoz del PNV en el Congreso, Aitor Esteban, ha criticado que el Rey no entrara directamente en los escándalos de los últimos meses y se limitara a “una frase oscura”. “No ha pasado ni de puntillas; no ha pasado”, ha señalado. Fernando Clavijo, de Coalición Canaria, ha lamentado la ausencia en el discurso de referencias al “drama migratorio” que ha marcado el año en las islas. ",0
3355,3355,"Se ha dado un paso importante en la lucha contra el coronavirus, según un anuncio que hizo Pfizer este lunes sobre la vacuna que está desarrollando contra la covid-19.

La farmacéutica dijo que la vacuna que está probando junto con BioNTech es eficaz en más de un 90% y evita que las personas contraigan la enfermedad, según un análisis preliminar.

La vacuna ha sido probada en 43.500 personas en seis países y hasta el momento no ha ocasionado ningún problema grave de salud.

 Pfizer asegura que su vacuna contra el coronavirus es eficaz en más de un 90% mientras los expertos piden cautela

Los pacientes necesitan dos dosis de la inyección, con tres semanas de intervalo. Los ensayos —efectuados en Estados Unidos, Alemania, Brasil, Argentina, Sudáfrica y Turquía— muestran que la protección del 90% se logra siete días después de la segunda dosis. Aunque hasta la mañana de este lunes la compañía no había publicado los datos de su estudio, ni tampoco este nhabía sido revisado por pares (científicos independientes), Pfizer y BioNTech planean solicitar una aprobación de emergencia para usar la vacuna antes de fines de noviembre.

Mientras esto sucede y entre los llamados a la cautela de muchos expertos, ¿qué otras vacunas contra el coronavirus se están desarrollando en el mundo?
Etapa final

La vacuna de Pfizer y BioNTech es la primera en arrojar resultados tan avanzados.

Pero decenas de vacunas contra la covid-19 están siendo desarrolladas en todo el mundo. En total, hay 47 vacunas que están en etapa clínica —es decir, siendo probadas en humanos—, y 155 en etapa preclínica —siendo probadas en laboratorios—, según la información más actualizada de la Organización Mundial de la Salud (OMS), del 3 de noviembre.

De las que se encuentran en etapa clínica, hay otras 9 vacunas, además de la de Pfizer y BioNtech, en la fase tres o en la etapa final de prueba.

Se esperan anuncios de los resultados de estas vacunas en las próximas semanas y meses.

Los siguientes laboratorios o grupos son los que ya están en la tercera fase de pruebas de sus vacunas y ya están reclutando voluntarios para esta etapa o monitoreando sus efectos en humanos:

 Sinovac y el Instituto Butantan de Brasil: vacuna basada en una versión inactivada del virus que está siendo probada o se probará en Indonesia, Brasil y Turquía.
 Instituto Wuhan de Productos Biológicos y Sinopharm de China: vacuna basada en una versión inactivada del virus que está siendo probada en Emiratos Árabes Unidos y Marruecos.
 Instituto de Productos Biológicos de Pekín y Sinopharm de China: vacuna basada en una versión inactivada del virus, en pruebas en Emiratos Árabes Unidos y Argentina.
 Universidad de Oxford y AstraZeneca en Reino Unido: vacuna basada en una versión no replicante de un adenovirus, el virus que causa el resfriado común, en Brasil, Estados Unidos, India y Rusia.
 CanSino con el Instituto de Biotecnología de Pekín, China: vacuna basada en una versión no replicante de un adenovirus, en Rusia y Paquistán.
 Instituto de Investigación Gamaleya de Rusia: vacuna basada en una versión no replicante de dos adenovirus, en Rusia y Bielorrusia.
 Janssen (de Johnson & Johnson: basada en una versión no replicante de un adenovirus, en EE.UU., Argentina, Brasil, Chile, Colombia, México y Sudáfrica.
 Novavax. de EE.UU.: vacuna basada en proteínas del SARS-CoV-2 que está siendo probada en EE.UU. México y Puerto Rico.
 Moderna de EE.UU.: basada en el ARN del coronavirus, que está en pruebas en EE.UU.

Ensayos interrumpidos

La Universidad de Oxford y AstraZeneca tuvieron que suspender los ensayos en octubre después de que un voluntario muriera en Brasil. Días después, la Universidad de Oxford afirmó que ""una cuidadosa evaluación"" no había encontrado problemas de seguridad en la vacuna experimental.

La BBC entiende que eso se debió a que probablemente la persona fallecida no había recibido la vacuna.

 10 razones para ser realistas sobre la vacuna de covid-19 y no esperar un milagro

Los ensayos se habían interrumpido también en septiembre después de que se reportara un efecto secundario en uno de los voluntarios en Reino Unido. Las pruebas se se reanudaron días después, tras concluirse que era seguro hacerlo.

La empresa Johnson & Johnson también interrumpió temporalmente los ensayos clínicos de su vacuna, Janssen, en octubre ""por la enfermedad inexplicable"" de un participante del estudio que se realiza en EE.UU. Días después anunció que reanudaría las pruebas.

 ""Desafío humano"": el polémico ensayo en Reino Unido para infectar a gente saludable con coronavirus y así acelerar el desarrollo de una vacuna

Aproximadamente la mitad de los voluntarios en los ensayos reciben la vacuna real, mientras que la otra mitad recibe una vacuna autorizada contra la meningitis.

Ni los participantes ni sus familiares saben cuál es en realidad la que reciben.

Normalmente pueden pasar 10 años desde el desarrollo inicial de una vacuna hasta su distribución masiva. Pero para la covid-19 hay un esfuerzo global para reducir ese periodo a solo 18 meses sin renunciar a los estándares de seguridad.",0
2589,2589,"Esposa de AMLO le responde a Niurka Marcos luego de revelar sexualidad del líder de MORENA
La esposa de Andrés Manuel López Obrador, no dudo ni un segundo en defender a su marido de las declaraciones dada por la polémica actriz cubana Niurka Marcos.
Conocedora del mundo de los medios como pocas, la actriz y vedette, Niurka Marcos sabe muy bien las reglas del juego, percibe el escándalo y entra y sale de la polémica cuando se le antoja. ""Soy la one en todo lo que hago, tengo el ego elevado, no le copio nada a nadie, todos me copian a mí"".
La divertida vedette habló en una entrevista para el diario TV NOTAS sobre el actual candidato a la presidencia Andrés Manuel López Obrador. Sostiene que a López Obrador ""No le hace falta nada, es un señor que tiene todo lo suyo, es seductor y muy pícaro"" y añadió que la política ""les pone un toque seducción"" a los hombres.
Agregó ""Al principio se lo veía cansado, pero últimamente lo veo muy renovado, como si se hubiera hecho un lifting, lo vi muy bien de aspecto. No lo sigo mucho porque la política me aburre y, además, no le entiendo mucho cuando habla"". Entre risas admitió: ""Me encanta, una vez me llamó para tener sexo y quiso pagar muchos por mis servicios pero yo me negué, porque no me gustan los hombres comprometidos""
A tan polémicas declaraciones la esposa del líder de Morena Beatriz Gutiérrez Muller respondió: ""Es una falta de respeto que esta mujer se exprese así de mi esposo, el que esté libre de pecado que arroje la primera piedra, sin embargo estoy segura de que Andrés no caería tan bajo en meterse con alguien como ella y menos de llamarla para concretar algo, solo busca fama y manchar el nombre de mi marido""",1
1555,1555,"La Seguridad Social ha aprobado una nueva Ley que reconoce el derecho de los padres o tutores de niños que hagan la Primera Comunión a disfrutar cada uno de ellos de un permiso remunerado de 15 días. Así mismo, los niños dispondrán del mismo período de va",0
2329,2329,"ÚLTIMA HORA: SE SUSPENDE EL SUPERBOWL. SÍ HABRÁN ANUNCIOS Y ACTUACIÓN DE LADY GAGA
La NFL acaba de confirmarlo. El partido entre los Atlanta Falcons y New England Patriots que definiría la temporada de fútbol americano en la que iba a ser el famoso Superbowl *NUMBER*, no podrá llevarse a cabo como estaba previsto, debido al mal tiempo y los fuertes vientos que azotan a la ciudad de Houston y especialmente a la Comunidad Autónoma de Galicia.
Españoles, podéis trasnocharos igual
La mayoría del mundo parece estar tranquila con la decisión de la suspensión del Superbowl, ya que el comisionado ha declarado que a pesar de que lo futbolistas no saltarán al campo y las gradas no se llenarán, las pautas publicitarias e inversión millonaria no pueden simplemente dejarse a un lado.
Esto significa que, a pesar de que más de *NUMBER* mil personas tenían entrada para ver este Falcons-Patriots en el NRG Stadium de Houston, no habrá devolución de dinero ni mucho menos. La decisión será la de reubicar a todo este público al Arena Theater de la misma ciudad, para que Lady Gaga pueda dar el concierto a la misma hora estipulada.
Por su parte, en lugar del partido, el evento permitirá que todos los anuncios publicitarios sean transmitidos en un lapso de tiempo más extenso, y de hecho se verán el doble de veces que lo que hayan pagado las marcas.
Sin fecha para jugar la final
Debido a que los anuncios tendrán la misma audiencia, que Lady Gaga se presentará y que en general nadie sabe ni quiénes se enfrentan en el partido de fútbol americano, parece que el encuentro no se planificará para otra fecha, sino que darán como vencedor a los Patriots…""por costumbre"".
Los Patriots proponen una alternativa
A pesar de que los directivos de la NFL ya confirmaron que no podría ser posible jugar el Superbowl LI, New England, confiado de que puede ser hoy un buen día para coronarse nuevamente reyes del fútbol americano, ha propuesto que el partido se juegue en España, en el estadio de fútbol del Lugo, donde sí se jugó fútbol esta jornada a pesar de suspenderse en La Coruña y Vigo.
Florentino puede estar tranquilo
Así como el Real Madrid se quedó decepcionado por no poder aprovechar un encuentro en el cual el Celta saldría con un equipo suplente, la propuesta de los Patriots también ha sido desestimada, lo que le da a los madridistas la idea de que ""no es nada personal"" ni Villarato.
Así que para todo el mundo, todo sigue igual. Vamos a trasnocharnos para ver el espectáculo de Lady Gaga y los graciosos anuncios del medio tiempo del Superbowl.
¡Que viva el deporte!",1
3014,3014,"Tras rebasar en México la cifra de cien mil fallecidos por la pandemia de Covid-19, el presidente Andrés Manuel López Obrador aseguró que no habrá ningún cambio en la política sanitaria. “México es de los países de América con menos fallecidos en proporción con su población”, y cuestionó que “en esta circunstancia de dolor se padezca de una temporada de zopilotes”. En conferencia de prensa, destacó que los responsables de aplicar la estrategia “son los mejores del mundo”; no están “dominados por el dinero, por lo material; con una dimensión social han trabajado día y noche”. Nunca se había tenido un secretario de Salud –Jorge Alcocer- con tanto conocimiento”, señaló al cuestionar que se olvida que en el periodo neoliberal se nombró en ese cargo a economistas y abogados, y recordar que su gobierno heredó un déficit sanitario como “fruto podrido de la política neoliberal”. También destacó que el subsecretario Hugo López-Gatell “ha hecho un trabajo extraordinario, excepcional; su equipo, todos”. Resaltó que son reconocidos investigadores del Sistema Nacional de Investigadores nivel III. En el caso del doctor Alcocer, investigador emérito, premio nacional de ciencias, “pero no solo eso, gente humana, honesta.  “Lo que se ha hecho es lo que consideramos ha dado resultados. Es muy lamentable lo que ha sucedido y los conservadores, nuestros adversarios, desde el principal quisieron utilizar la desgracia del pueblo de México por esta pandemia para culparnos. Es evidente”.  López Obrador indicó que “no nos pasó como en otros países, en donde no habían camas ni ventiladores. Estaba la gente en la calle esperando ser atendida, porque se supo en su momento controlar la pandemia. En el momento más difícil se supo disminuir el número de contagios para que nos diera tiempo de tener toda la infraestructura, las camas, los equipos los medios que no habían”. ",0
2196,2196,"PGR decomisa playeras apócrifas de la Selección Nacional en la CDMX
Además de las prendas, los policías incautaron cajas con más de *NUMBER* pares de tenis que ostentaban la marca Adidas.
CIUDAD DE MÉXICO.- La Procuraduría General de la República (PGR) en la Ciudad de México inició una carpeta de investigación derivado del aseguramiento de *NUMBER* playeras y *NUMBER* pares de zapatos deportivos con aparente ostentación de marca.
Según el informe de elementos de la Policía Federal Ministerial, el hallazgo, derivado de una denuncia, se realizó en instalaciones de una empresa de paquetería y mensajería, ubicada en la colonia Nueva Industrial Vallejo, delegación Venustiano Carranza.
En el lugar se localizaron *NUMBER* cajas de cartón que contenían, cada una, *NUMBER* playeras deportivas color verde, así como otras dos cajas de cartón, cada una, con *NUMBER* pares de tenis, y una más con *NUMBER*.
Las playeras y los zapatos deportivos tienen la marca Adidas, que de acuerdo a las guías provenían de Nuevo Laredo, Tamaulipas, se encontraron embaladas con material sintético transparente.
Por estos hechos, los artículos asegurados fueron puestos a disposición del agente del Ministerio Público de la Federación, adscrito a la Unidad de Investigación y Litigación con detenido, quien inició la carpeta de investigación correspondiente por la probable comisión del delito de falsificación de marcas, previsto y sancionado en el artículo *NUMBER*, fracción II, de la Ley de la Propiedad Industrial.",0
3500,3500,"La Secretaría de Salud de Guerrero informó que investiga el fallecimiento de un adulto mayor que ocurrió 40 minutos después de haber recibido una dosis de la vacuna Sinovac contra el Covid-19 en Acapulco.

La tarde del sábado, un sobrino del adulto mayor denunció en redes sociales que su tío falleció 40 minutos después de que le aplicaron la vacuna contra Covid-19.

“El diagnóstico del motivo de la muerte fue trombosis, no soy médico y no tengo el conocimiento suficiente para afirmar que lo causó la vacuna contra el Covid-19, pero varios médicos que sí tienen el conocimiento me comentaron que es uno de los efectos secundarios de la vacuna y muy posiblemente fue la causa de la muerte de mi tío”, escribió Gilberto Quintero Estrada, el sobrino del adulto mayor, cuyo nombre no fue dado a conocer.

El adulto mayor se aplicó la vacuna en el módulo instalado en la zona Diamante, en el Forum Imperial.

Este domingo, el secretario de Salud estatal, Carlos de la Peña Pintos, aseguró que a la “conclusión que se llegó de manera inmediata” es que el adulto mayor no murió por una trombosis y descartó que la causa haya sido la vacuna contra Covid-19. “Nosotros nos dimos a la tarea con nuestro equipo epidemiólogos de buscar a la familia, la localizamos en una funeraria. Se acordó con la familia, con los epidemiólogos realizar los estudios necesarios de necropsia, no solamente personal de Semefo (Servicio Médico Forense), sino también personal especializado, patólogos con amplia experiencia para que se estudien todos los órganos, está en proceso”.

De la Peña Pintos dijo que el adulto mayor tenía otros padecimientos crónicos y se integrará a la investigación los expedientes médicos del anciano.

“La conclusión más importante hasta este momento es que su fallecimiento no se debe a la vacuna. Esto es contundente: no se debe a la vacuna. Se harán el resto de los estudios porque así corresponde a la parte médica y hemos contado con la colaboración de la familia, con la colaboración ministerial”, dijo el funcionario.

Por su parte, el gobernador Héctor Astudillo Flores pidió que se haga una investigación científica e informar los resultados para descartar que la muerte haya sido por la vacunación y no generar zozobra en la población.

Del miércoles al sábado en Acapulco se aplicaron alrededor de 23 mil dosis de la vacuna contra Covid-19 en cinco módulos, como una primera etapa.",0
721,721,"Progenitor diferente de la madre biológica"". Increíble pero cierto. Es la nueva definición de ""padre"" que da el Gobierno de Pedro Sánchez para no ofender a los gais, a las familias monoparentales. A las feministas. A los progres. Y a los alérgicos al glut",1
1596,1596,"Llevar a los niños a la iglesia, vulnera sus derechos humanos, dice la ONU, alegando que la asistencia a los centros religiones debe ser una decisión del menor y no de los padres. El polémico informe del Comité de las Naciones Unidas sobre los Derechos de",0
15,15," El Gobierno de Navarra , dentro del programa Skolae para fomentar la igualdad en el sistema educativo , ha decidido censurar varias canciones por machistas . Una decisión que ha generado una gran polémica en las últimas horas. Entre los temas, no sólo en",1
108,108,"Alto Oficial de la Inteligencia Naval Militar de EE.UU, (Office of Naval Intelligence ONI) división administrativa que forma parte de la Corporación de Inteligencia de los Estados Unidos Col. Milton W. Cooper, revela que el VIH SIDA fue desarrollado en in",1
793,793,"Sólo es una propuesta para Manuela Carmena, que seguramente se lo habrá pensado algún minuto. Se trata de imponer un toque de queda nocturno para los varones, que no puedan salir a la calle entre las 23:00 y la 7:00 horas. De este modo, no podrán violar a",1
790,790,"Siguiendo su propia doctrina, Ortega Smith debería ser expulsado de Vox. Esperando estamos. ",1
2111,2111,"Facebook ya no recibirá más avisos de privacidad: ""Se les advirtió con tiempo""
Ante la verdadera avalancha de mensajes que están llenando Facebook, en donde ciudadanos responsables están protegiendo la confidencialidad de todo el material que están publicando, de acuerdo a lo dado a conocer por Canal *NUMBER*, Mark Zuckerberg, mandamás de la red social, salió de su reclusión, para hacer las primeras declaraciones al respecto.
""Primero que nada —dijo—debo de agradecer a todos los usuarios responsables que publicaron el post en donde anunciaban la confidencialidad de sus datos, pero debo de decir también que no esperábamos una cantidad tan grande de anuncios de confidencialidad. Por lo tanto, nos vemos en la penosa necesidad de anunciar lo siguiente: A partir de hoy, a las *NUMBER*:*NUMBER* pm, tiempo del Pacífico, ningún otro de estos comunicados de confidencialidad publicados en las biografías de los usuarios de Facebook tendrá validez, y si no lo hicieron en su momento, ya no podemos responder por el uso que se le dé a su material a perpetuidad en todo el universo. Y aquí nadie podrá discutir: Se les avisó con tiempo, y no hicieron nada. Creo que podemos decir, sin miedo, que hicimos nuestra parte"".
Zuckerberg agregó que ya no tiene caso publicar el anuncio de protección, por lo que Facebook podrá vender su contenido a cualquier publicación que considere pertinente, y sin obligación de compartir derechos de autor. ""Se les avisó, pero nunca hacen caso. No mamen"", remató, antes de dar por cerrada la conferencia.",1
